,account_name,inv_horizon,inv_obj_least_imp,inv_obj_most_imp,inv_obj_some_imp,inv_obj_very_imp,investment_amt,liquidity_need,model_id,model_name,primary_fin_need,risk_profile,risk_tolerance,volatility
592,Maria Frazier,Immediate,4,2,0,1,547281,2 to 5 Years,593,Aggressive Income Strategy 593,Charitable,3,1,15.35
593,Dustin Torres,Less than 2 Years,0,2,0,3,497375,2 to 5 Years,594,Aggressive Income Strategy 594,Charitable,3,1,28.189999999999998
594,Stephen Jones,2 to 5 Years,0,4,3,1,852927,Less than 2 Years,595,Speculation Strategy 595,Wealth Accumulation/Investment,6,2,19.24
595,Anthony Blake,11 to 20 Years,3,2,0,4,475163,11 to 20 Years,596,Aggressive Income Strategy 596,Major Purchase/Expense,4,2,29.189999999999998
596,Teresa Ramirez,Less than 2 Years,1,3,0,4,995170,Less than 2 Years,597,Capital Appreciation Strategy 597,Major Purchase/Expense,5,1,21.6
597,Keith Bell,Immediate,0,4,2,1,379564,Lump Sum,598,Speculation Strategy 598,Education Planning,6,2,11.26
598,Deborah Murphy,6 to 10 Years,2,3,4,0,684419,6 to 10 Years,599,Capital Appreciation Strategy 599,Current Income,5,2,41.339999999999996
599,Michele Riley,Over 20 Years,0,1,3,0,656028,Less than 2 Years,600,Income Strategy 600,Major Purchase/Expense,1,0,30.15
600,Amy Little,Immediate,0,2,3,0,253056,Lump Sum,601,Aggressive Income Strategy 601,Estate/Legacy Planning,3,2,21.07
601,Wyatt Bryan,6 to 10 Years,0,4,3,2,172880,Over 20 Years,602,Speculation Strategy 602,Retirement,6,1,20.05
602,Bryan French,2 to 5 Years,0,3,0,2,895106,Over 20 Years,603,Capital Appreciation Strategy 603,Major Purchase/Expense,5,2,35.980000000000004
603,Anita Vasquez,2 to 5 Years,0,4,1,2,565928,Less than 2 Years,604,Speculation Strategy 604,Education Planning,6,2,14.790000000000001
604,Yvonne Williams,11 to 20 Years,1,4,0,3,372759,Over 20 Years,605,Speculation Strategy 605,Wealth Accumulation/Investment,6,1,31.430000000000003
605,Stacy Horton,11 to 20 Years,0,4,0,3,33610,11 to 20 Years,606,Speculation Strategy 606,Current Income,7,2,20.080000000000002
606,Brandon Barker,2 to 5 Years,0,4,0,2,320046,Lump Sum,607,Speculation Strategy 607,Current Income,6,2,21.87
607,Samantha Webster,Over 20 Years,4,2,0,1,729774,6 to 10 Years,608,Aggressive Income Strategy 608,Current Income,4,2,27.689999999999998
608,Elizabeth Hart,Over 20 Years,0,1,4,3,548272,6 to 10 Years,609,Income Strategy 609,Retirement,2,1,18.83
609,Sabrina Riley,Over 20 Years,0,1,0,3,80380,2 to 5 Years,610,Income Strategy 610,Education Planning,2,0,22.16
610,Carl Wong,Over 20 Years,2,1,0,4,966738,2 to 5 Years,611,Income Strategy 611,Current Income,2,0,30.869999999999997
611,Samuel Morales,Over 20 Years,0,2,0,1,48012,6 to 10 Years,612,Aggressive Income Strategy 612,Charitable,3,1,27.49
612,Jesus Mccoy,Immediate,0,3,1,4,829302,Over 20 Years,613,Capital Appreciation Strategy 613,Major Purchase/Expense,5,1,26.950000000000003
613,Nathan Holmes,Immediate,0,2,4,0,899940,Less than 2 Years,614,Aggressive Income Strategy 614,Education Planning,3,1,18.360000000000003
614,Michael Burns,Less than 2 Years,2,3,0,0,475612,11 to 20 Years,615,Capital Appreciation Strategy 615,Current Income,5,2,20.71
615,Dana Foley,Over 20 Years,0,2,0,4,253577,2 to 5 Years,616,Aggressive Income Strategy 616,Charitable,4,1,30.259999999999998
616,Leah Hull,Less than 2 Years,1,2,0,3,442997,Lump Sum,617,Aggressive Income Strategy 617,Estate/Legacy Planning,3,1,47.31
617,Kimberly Thompson,Less than 2 Years,4,1,0,2,755018,Less than 2 Years,618,Income Strategy 618,Current Income,2,1,27.560000000000002
618,Lisa Vang,11 to 20 Years,4,3,2,0,162115,11 to 20 Years,619,Capital Appreciation Strategy 619,Estate/Legacy Planning,5,2,19.400000000000002
619,Randy Allen,11 to 20 Years,0,1,3,2,947407,6 to 10 Years,620,Income Strategy 620,Retirement,2,1,23.49
620,David Anderson,Less than 2 Years,0,1,0,4,821630,Lump Sum,621,Income Strategy 621,Estate/Legacy Planning,2,1,22.56
621,Megan Estrada,Over 20 Years,0,1,0,4,796549,Less than 2 Years,622,Income Strategy 622,Major Purchase/Expense,2,1,52.62
622,James Harrell,Immediate,0,2,0,4,18105,2 to 5 Years,623,Aggressive Income Strategy 623,Retirement,4,1,23.68
623,Andrew Morgan,Over 20 Years,3,2,1,4,681955,Less than 2 Years,624,Aggressive Income Strategy 624,Current Income,4,1,22.55
624,Natasha Noble,Immediate,2,3,4,0,585361,Over 20 Years,625,Capital Appreciation Strategy 625,Wealth Accumulation/Investment,5,2,22.85
625,Lisa Tucker,Immediate,4,1,2,0,748525,6 to 10 Years,626,Income Strategy 626,Estate/Legacy Planning,1,1,23.97
626,Dawn Evans MD,6 to 10 Years,0,4,1,3,990614,Less than 2 Years,627,Speculation Strategy 627,Major Purchase/Expense,7,2,26.68
627,Randy Moore,Less than 2 Years,0,4,1,2,486255,11 to 20 Years,628,Speculation Strategy 628,Estate/Legacy Planning,6,2,14.46
628,Claudia Walter,6 to 10 Years,0,2,0,1,838896,11 to 20 Years,629,Aggressive Income Strategy 629,Health Care/Long Term Care,4,2,15.870000000000001
629,Tara Barnes,6 to 10 Years,3,4,1,2,154828,Less than 2 Years,630,Speculation Strategy 630,Current Income,6,1,18.73
630,Jerry Rhodes,2 to 5 Years,1,2,3,4,964496,Over 20 Years,631,Aggressive Income Strategy 631,Major Purchase/Expense,4,1,35.77
631,Jessica Huff,11 to 20 Years,0,2,1,3,405253,6 to 10 Years,632,Aggressive Income Strategy 632,Charitable,3,1,19.040000000000003
632,John Holt,Less than 2 Years,0,1,0,4,377892,11 to 20 Years,633,Income Strategy 633,Education Planning,2,1,21.65
633,Monique Stuart,Immediate,3,2,4,0,254642,11 to 20 Years,634,Aggressive Income Strategy 634,Charitable,3,2,25.869999999999997
634,Bruce Miller,2 to 5 Years,2,4,3,0,359207,11 to 20 Years,635,Speculation Strategy 635,Health Care/Long Term Care,6,2,16.97
635,Holly Jones,Immediate,3,2,1,4,429370,Lump Sum,636,Aggressive Income Strategy 636,Current Income,4,2,19.37
636,Jordan Martinez,2 to 5 Years,0,3,0,4,972693,Over 20 Years,637,Capital Appreciation Strategy 637,Education Planning,6,2,21.98
637,Erin Leach,2 to 5 Years,4,1,3,2,653224,11 to 20 Years,638,Income Strategy 638,Wealth Accumulation/Investment,1,0,19.759999999999998
638,John Zimmerman,Over 20 Years,0,1,0,4,995043,6 to 10 Years,639,Income Strategy 639,Charitable,2,0,30.03
639,Ricky Schmidt,6 to 10 Years,0,3,0,4,29695,6 to 10 Years,640,Capital Appreciation Strategy 640,Wealth Accumulation/Investment,6,2,23.06
640,Kenneth Romero,Less than 2 Years,0,1,2,3,651465,2 to 5 Years,641,Income Strategy 641,Estate/Legacy Planning,2,1,20.36
641,Kurt Lewis,11 to 20 Years,0,4,0,1,681517,Over 20 Years,642,Speculation Strategy 642,Current Income,6,2,16.33
642,Adam Hamilton,Less than 2 Years,1,3,0,2,394717,11 to 20 Years,643,Capital Appreciation Strategy 643,Retirement,4,1,19.46
643,Laura Martin,Immediate,4,2,3,0,309618,Lump Sum,644,Aggressive Income Strategy 644,Major Purchase/Expense,3,1,13.139999999999999
644,Bonnie Compton,Less than 2 Years,2,3,0,1,359059,Less than 2 Years,645,Capital Appreciation Strategy 645,Major Purchase/Expense,4,1,17.73
645,Michael Butler,Less than 2 Years,2,3,4,1,274625,6 to 10 Years,646,Capital Appreciation Strategy 646,Health Care/Long Term Care,4,1,20.09
646,Allison Malone,11 to 20 Years,0,3,2,4,490953,Over 20 Years,647,Capital Appreciation Strategy 647,Charitable,6,2,18.13
647,Shawn Anderson,Less than 2 Years,1,2,0,4,652881,11 to 20 Years,648,Aggressive Income Strategy 648,Charitable,4,2,33.52
648,Julie Rhodes,11 to 20 Years,0,3,2,0,98501,6 to 10 Years,649,Capital Appreciation Strategy 649,Education Planning,5,2,33.06
649,Yolanda Barron,Over 20 Years,0,4,0,3,830395,6 to 10 Years,650,Speculation Strategy 650,Education Planning,7,2,25.05
650,Christopher Garcia,11 to 20 Years,3,2,4,0,861984,2 to 5 Years,651,Aggressive Income Strategy 651,Major Purchase/Expense,3,1,22.03
651,Eric Herrera,Less than 2 Years,0,4,1,2,671771,6 to 10 Years,652,Speculation Strategy 652,Health Care/Long Term Care,6,2,15.690000000000001
652,Teresa Ruiz,Less than 2 Years,0,3,1,4,538929,6 to 10 Years,653,Capital Appreciation Strategy 653,Major Purchase/Expense,5,1,20.560000000000002
653,Maria Simmons,Over 20 Years,2,1,0,3,768078,11 to 20 Years,654,Income Strategy 654,Health Care/Long Term Care,2,0,19.15
654,David White,Over 20 Years,0,2,4,0,14267,2 to 5 Years,655,Aggressive Income Strategy 655,Estate/Legacy Planning,3,2,22.78
655,Kristin Anderson,Less than 2 Years,0,2,0,0,513570,Lump Sum,656,Aggressive Income Strategy 656,Retirement,3,2,23.1
656,Katie Gordon,Over 20 Years,0,4,2,0,900693,11 to 20 Years,657,Speculation Strategy 657,Current Income,5,1,19.54
657,Lisa Jackson,11 to 20 Years,2,3,0,0,955964,11 to 20 Years,658,Capital Appreciation Strategy 658,Retirement,4,1,17.69
658,Jeffrey Campbell,2 to 5 Years,1,4,0,3,816734,11 to 20 Years,659,Speculation Strategy 659,Education Planning,6,1,14.069999999999999
659,Michael Terry,6 to 10 Years,0,4,0,2,759983,Over 20 Years,660,Speculation Strategy 660,Wealth Accumulation/Investment,6,2,18.73
660,Karen Roberts,6 to 10 Years,0,1,0,3,569710,Less than 2 Years,661,Income Strategy 661,Education Planning,2,1,40.54
661,Jeffrey Garcia,11 to 20 Years,2,4,3,0,843770,2 to 5 Years,662,Speculation Strategy 662,Education Planning,6,2,22.189999999999998
662,Rebecca Dixon,6 to 10 Years,3,1,2,0,929370,Less than 2 Years,663,Income Strategy 663,Major Purchase/Expense,1,0,14.64
663,Stephanie Holland,2 to 5 Years,0,2,0,0,274448,6 to 10 Years,664,Aggressive Income Strategy 664,Current Income,3,1,17.36
664,Peter Koch,6 to 10 Years,0,4,3,1,370119,6 to 10 Years,665,Speculation Strategy 665,Major Purchase/Expense,6,2,21.529999999999998
665,Mr. Stephen Brown,6 to 10 Years,3,2,0,1,811394,6 to 10 Years,666,Aggressive Income Strategy 666,Wealth Accumulation/Investment,3,1,29.38
666,Cathy Powell,Over 20 Years,0,4,3,1,625350,11 to 20 Years,667,Speculation Strategy 667,Wealth Accumulation/Investment,5,1,18.37
667,Christine Davis,2 to 5 Years,0,1,0,2,395549,Less than 2 Years,668,Income Strategy 668,Retirement,1,0,30.320000000000004
668,Annette Thompson,Less than 2 Years,0,4,3,1,773510,11 to 20 Years,669,Speculation Strategy 669,Major Purchase/Expense,6,2,16.939999999999998
669,Christine Gray,2 to 5 Years,2,4,0,3,475884,6 to 10 Years,670,Speculation Strategy 670,Major Purchase/Expense,6,1,23.380000000000003
670,Garrett White,Immediate,1,4,2,3,445039,2 to 5 Years,671,Speculation Strategy 671,Retirement,6,1,17.84
671,Tara Irwin,6 to 10 Years,0,1,3,4,62537,11 to 20 Years,672,Income Strategy 672,Current Income,2,1,15.340000000000002
672,Susan Miller,Less than 2 Years,0,1,4,2,808184,Less than 2 Years,673,Income Strategy 673,Health Care/Long Term Care,1,0,21.98
673,Samantha Heath,11 to 20 Years,0,1,4,0,609334,Less than 2 Years,674,Income Strategy 674,Retirement,1,1,20.28
674,Michael Wright,11 to 20 Years,1,2,3,4,524115,11 to 20 Years,675,Aggressive Income Strategy 675,Major Purchase/Expense,4,2,21.09
675,Frank Osborne,Less than 2 Years,0,2,1,0,662119,6 to 10 Years,676,Aggressive Income Strategy 676,Health Care/Long Term Care,3,1,40.150000000000006
676,Daniel Olson,Less than 2 Years,0,4,2,0,999957,Over 20 Years,677,Speculation Strategy 677,Retirement,5,1,17.65
677,Isaac Smith,11 to 20 Years,0,2,3,0,238299,Over 20 Years,678,Aggressive Income Strategy 678,Retirement,3,2,152.02
678,Amy Perez,Immediate,0,2,3,1,903899,Less than 2 Years,679,Aggressive Income Strategy 679,Education Planning,3,1,20.93
679,Karen Medina,Over 20 Years,0,3,0,0,874578,6 to 10 Years,680,Capital Appreciation Strategy 680,Retirement,4,1,28.310000000000002
680,Judy Kennedy,11 to 20 Years,0,1,3,4,429590,2 to 5 Years,681,Income Strategy 681,Retirement,2,0,27.49
681,Mrs. Lindsay Smith,Less than 2 Years,3,4,1,0,171703,2 to 5 Years,682,Speculation Strategy 682,Health Care/Long Term Care,6,2,22.57
682,Janet Patterson,6 to 10 Years,0,2,3,4,581179,2 to 5 Years,683,Aggressive Income Strategy 683,Current Income,4,2,31.819999999999997
683,Nicholas Garcia,Immediate,0,3,2,1,568696,Lump Sum,684,Capital Appreciation Strategy 684,Estate/Legacy Planning,4,1,32.01
684,Cassandra Holmes,2 to 5 Years,1,4,0,2,797173,Lump Sum,685,Speculation Strategy 685,Charitable,6,2,15.6
685,Crystal Marquez,6 to 10 Years,0,3,0,1,669461,Lump Sum,686,Capital Appreciation Strategy 686,Health Care/Long Term Care,4,1,24.099999999999998
686,Lindsey Wilson,Immediate,0,3,4,2,746496,11 to 20 Years,687,Capital Appreciation Strategy 687,Retirement,4,1,14.29
687,Krystal Roth,6 to 10 Years,0,1,2,4,550514,11 to 20 Years,688,Income Strategy 688,Estate/Legacy Planning,2,0,26.529999999999998
688,Christopher Valenzuela,Immediate,4,1,0,0,18065,Over 20 Years,689,Income Strategy 689,Health Care/Long Term Care,1,0,40.53
689,Brandon Jones,Immediate,0,4,1,2,502624,2 to 5 Years,690,Speculation Strategy 690,Current Income,6,1,24.69
690,Richard Townsend,11 to 20 Years,0,4,2,0,162102,Less than 2 Years,691,Speculation Strategy 691,Charitable,6,2,29.849999999999998
691,Anne Ford,Less than 2 Years,0,1,0,4,959163,6 to 10 Years,692,Income Strategy 692,Major Purchase/Expense,2,0,16.59
692,Mark Holder,11 to 20 Years,4,3,0,2,187818,6 to 10 Years,693,Capital Appreciation Strategy 693,Health Care/Long Term Care,5,2,30.31
693,Mr. Louis Simmons,6 to 10 Years,0,3,4,2,493055,11 to 20 Years,694,Capital Appreciation Strategy 694,Health Care/Long Term Care,5,2,20.44
694,Evan Atkins,6 to 10 Years,3,1,2,0,662773,11 to 20 Years,695,Income Strategy 695,Retirement,1,0,19.99
695,Cody Case,Over 20 Years,4,2,0,1,750874,Over 20 Years,696,Aggressive Income Strategy 696,Major Purchase/Expense,3,1,20.380000000000003
696,Stanley Porter,2 to 5 Years,0,4,3,0,34031,6 to 10 Years,697,Speculation Strategy 697,Current Income,5,1,16.400000000000002
697,Zachary Jackson,6 to 10 Years,3,4,0,2,92323,Lump Sum,698,Speculation Strategy 698,Major Purchase/Expense,6,2,14.799999999999999
698,Jesus Hernandez,6 to 10 Years,0,4,2,3,30104,11 to 20 Years,699,Speculation Strategy 699,Estate/Legacy Planning,6,1,28.74
699,Sharon Williams,Over 20 Years,2,4,1,0,999160,6 to 10 Years,700,Speculation Strategy 700,Major Purchase/Expense,5,1,16.31
700,Tanner Gallegos,11 to 20 Years,2,1,3,0,625240,11 to 20 Years,701,Income Strategy 701,Wealth Accumulation/Investment,1,0,26.68
701,Patricia Boyd,2 to 5 Years,0,2,4,0,757248,Lump Sum,702,Aggressive Income Strategy 702,Education Planning,3,2,17.0
702,Anthony Black,2 to 5 Years,0,3,4,1,781542,Less than 2 Years,703,Capital Appreciation Strategy 703,Major Purchase/Expense,5,2,14.69
703,Teresa Mckenzie,6 to 10 Years,1,3,4,0,573802,11 to 20 Years,704,Capital Appreciation Strategy 704,Charitable,5,2,22.68
704,Jennifer Ruiz,11 to 20 Years,0,2,0,1,534206,11 to 20 Years,705,Aggressive Income Strategy 705,Retirement,3,1,17.06
705,Adrian Thompson,6 to 10 Years,3,1,0,0,780068,6 to 10 Years,706,Income Strategy 706,Health Care/Long Term Care,1,0,27.089999999999996
706,Mark Castillo,11 to 20 Years,0,4,3,1,210314,Lump Sum,707,Speculation Strategy 707,Estate/Legacy Planning,5,1,290.87
707,Nicole Johnson,2 to 5 Years,0,2,0,1,211296,11 to 20 Years,708,Aggressive Income Strategy 708,Current Income,4,2,16.73
708,Scott Jones,11 to 20 Years,0,1,0,3,510169,Over 20 Years,709,Income Strategy 709,Wealth Accumulation/Investment,2,0,20.22
709,Karen Barron,6 to 10 Years,0,3,1,4,724790,2 to 5 Years,710,Capital Appreciation Strategy 710,Estate/Legacy Planning,5,1,18.0
710,Lisa Sheppard,11 to 20 Years,2,1,4,3,677110,Less than 2 Years,711,Income Strategy 711,Current Income,2,1,12.08
711,Stephanie Miller,6 to 10 Years,0,3,2,4,44937,Over 20 Years,712,Capital Appreciation Strategy 712,Education Planning,5,1,38.47
712,Abigail Hess,Immediate,1,3,4,0,159713,2 to 5 Years,713,Capital Appreciation Strategy 713,Current Income,4,1,44.59
713,Todd Berg,Over 20 Years,2,1,4,3,271585,Over 20 Years,714,Income Strategy 714,Current Income,2,0,
714,Joel Yang,11 to 20 Years,0,1,0,4,545356,Less than 2 Years,715,Income Strategy 715,Health Care/Long Term Care,2,0,19.580000000000002
715,Donna Kaufman,Immediate,0,2,0,3,881856,2 to 5 Years,716,Aggressive Income Strategy 716,Retirement,3,1,32.940000000000005
716,Eric Soto,Over 20 Years,0,1,4,2,699913,Less than 2 Years,717,Income Strategy 717,Health Care/Long Term Care,1,0,24.93
717,Cory Mercer,11 to 20 Years,3,4,0,1,116453,Over 20 Years,718,Speculation Strategy 718,Current Income,6,2,20.09
718,Mr. Stephen Williams DDS,2 to 5 Years,1,2,4,3,579528,Less than 2 Years,719,Aggressive Income Strategy 719,Estate/Legacy Planning,3,1,48.0
719,John Hall,6 to 10 Years,0,1,4,3,292036,2 to 5 Years,720,Income Strategy 720,Education Planning,2,1,24.43
720,James Ward,6 to 10 Years,0,4,1,3,246448,6 to 10 Years,721,Speculation Strategy 721,Education Planning,7,2,33.57
721,Taylor Cox,Immediate,0,2,1,4,99798,Over 20 Years,722,Aggressive Income Strategy 722,Major Purchase/Expense,4,1,-15.01
722,Karen Gonzalez,6 to 10 Years,0,1,2,3,705768,Lump Sum,723,Income Strategy 723,Wealth Accumulation/Investment,2,0,24.529999999999998
723,Diana Mclaughlin,Over 20 Years,4,3,0,1,516924,2 to 5 Years,724,Capital Appreciation Strategy 724,Current Income,4,1,23.830000000000002
724,Daniel Martin,2 to 5 Years,2,3,4,1,949449,Less than 2 Years,725,Capital Appreciation Strategy 725,Health Care/Long Term Care,4,1,16.39
725,Christopher Gomez,Over 20 Years,4,1,3,0,403222,11 to 20 Years,726,Income Strategy 726,Estate/Legacy Planning,1,1,20.14
726,Samantha Tran,6 to 10 Years,0,4,0,1,954172,Lump Sum,727,Speculation Strategy 727,Health Care/Long Term Care,6,2,25.840000000000003
727,Kristen Rose,11 to 20 Years,3,2,4,1,476816,Less than 2 Years,728,Aggressive Income Strategy 728,Charitable,4,2,22.49
728,Bruce Mckee,Immediate,2,4,1,3,24647,11 to 20 Years,729,Speculation Strategy 729,Wealth Accumulation/Investment,7,2,39.900000000000006
729,Brandi Collier,Over 20 Years,0,3,0,1,622423,Over 20 Years,730,Capital Appreciation Strategy 730,Current Income,4,1,24.3
730,Heather Smith,Less than 2 Years,4,1,0,2,450529,Over 20 Years,731,Income Strategy 731,Health Care/Long Term Care,2,1,18.19
731,Patricia Whitaker,Over 20 Years,0,1,2,4,338829,Over 20 Years,732,Income Strategy 732,Major Purchase/Expense,2,0,31.47
732,Eric Thompson,Immediate,0,4,3,2,77566,Lump Sum,733,Speculation Strategy 733,Estate/Legacy Planning,6,2,18.41
733,Jacob Richmond,Immediate,0,4,1,0,550376,11 to 20 Years,734,Speculation Strategy 734,Estate/Legacy Planning,6,2,22.259999999999998
734,Kimberly Christian,11 to 20 Years,4,1,0,3,37178,2 to 5 Years,735,Income Strategy 735,Estate/Legacy Planning,2,1,27.55
735,Robert Sanders,6 to 10 Years,4,1,0,3,576527,Less than 2 Years,736,Income Strategy 736,Estate/Legacy Planning,2,1,22.61
736,Justin Blackburn,6 to 10 Years,0,3,0,4,676397,11 to 20 Years,737,Capital Appreciation Strategy 737,Current Income,5,1,36.730000000000004
737,Beth Foley,Over 20 Years,0,4,0,0,834965,6 to 10 Years,738,Speculation Strategy 738,Retirement,5,1,16.89
738,Shirley Parrish,Immediate,2,4,0,1,820361,6 to 10 Years,739,Speculation Strategy 739,Health Care/Long Term Care,6,2,20.73
739,Michael Martin,6 to 10 Years,1,4,0,2,710685,Lump Sum,740,Speculation Strategy 740,Major Purchase/Expense,6,2,51.62
740,Jamie Valenzuela,Over 20 Years,0,1,0,4,378863,6 to 10 Years,741,Income Strategy 741,Major Purchase/Expense,2,0,31.89
741,Seth Thompson,2 to 5 Years,4,2,1,0,263805,2 to 5 Years,742,Aggressive Income Strategy 742,Estate/Legacy Planning,3,2,21.46
742,Shannon Wood,11 to 20 Years,4,3,0,2,836281,6 to 10 Years,743,Capital Appreciation Strategy 743,Wealth Accumulation/Investment,4,1,18.42
743,Elizabeth Stone,Over 20 Years,0,2,3,1,626707,Over 20 Years,744,Aggressive Income Strategy 744,Retirement,3,1,14.84
744,Karen Camacho,2 to 5 Years,0,1,2,0,999059,Over 20 Years,745,Income Strategy 745,Education Planning,1,1,23.27
745,Michael White,Less than 2 Years,4,3,1,0,318689,Lump Sum,746,Capital Appreciation Strategy 746,Education Planning,4,1,26.150000000000002
746,Mike Weber,6 to 10 Years,0,3,1,0,732568,2 to 5 Years,747,Capital Appreciation Strategy 747,Wealth Accumulation/Investment,4,1,24.87
747,Cynthia White,Less than 2 Years,0,1,4,2,395336,Less than 2 Years,748,Income Strategy 748,Retirement,1,0,26.009999999999998
748,Katie Lawrence,6 to 10 Years,3,1,2,4,221337,Over 20 Years,749,Income Strategy 749,Current Income,2,1,16.53
749,Joe Ellis,2 to 5 Years,4,2,0,3,281392,Lump Sum,750,Aggressive Income Strategy 750,Current Income,4,2,18.790000000000003
750,Ryan Mendoza,Over 20 Years,0,1,0,4,442506,11 to 20 Years,751,Income Strategy 751,Wealth Accumulation/Investment,2,0,18.44
751,Andrew Hawkins,Over 20 Years,0,4,2,1,397173,Over 20 Years,752,Speculation Strategy 752,Charitable,6,2,16.96
752,Christopher Pacheco,Over 20 Years,3,4,2,1,373831,Over 20 Years,753,Speculation Strategy 753,Education Planning,6,2,15.64
753,Donald King,11 to 20 Years,0,3,2,4,325626,Over 20 Years,754,Capital Appreciation Strategy 754,Current Income,6,2,16.73
754,Austin Glenn,2 to 5 Years,0,4,3,1,971226,Less than 2 Years,755,Speculation Strategy 755,Charitable,5,1,34.98
755,James Williams,2 to 5 Years,0,3,2,4,59091,11 to 20 Years,756,Capital Appreciation Strategy 756,Estate/Legacy Planning,5,1,19.32
756,Frank Bowman,6 to 10 Years,0,1,0,3,832606,11 to 20 Years,757,Income Strategy 757,Wealth Accumulation/Investment,2,1,18.310000000000002
757,Tony Rose,Immediate,0,4,0,2,658918,Less than 2 Years,758,Speculation Strategy 758,Charitable,6,1,24.3
758,Meghan Craig,Immediate,0,4,3,0,422576,Less than 2 Years,759,Speculation Strategy 759,Major Purchase/Expense,6,2,23.630000000000003
759,Jonathon Tucker,Over 20 Years,0,3,2,4,266797,11 to 20 Years,760,Capital Appreciation Strategy 760,Retirement,5,1,31.990000000000002
760,Randall Wilson,Over 20 Years,0,1,0,4,288161,Less than 2 Years,761,Income Strategy 761,Major Purchase/Expense,2,0,17.2
761,Kevin Saunders,11 to 20 Years,1,2,4,0,433492,Over 20 Years,762,Aggressive Income Strategy 762,Estate/Legacy Planning,3,1,20.73
762,Mary Brown,Less than 2 Years,1,3,2,0,220719,2 to 5 Years,763,Capital Appreciation Strategy 763,Education Planning,5,2,15.4
763,Alicia Wolfe,Less than 2 Years,3,4,2,0,641557,Less than 2 Years,764,Speculation Strategy 764,Retirement,6,2,49.55
764,Robert Kent,Immediate,0,3,4,1,616280,6 to 10 Years,765,Capital Appreciation Strategy 765,Health Care/Long Term Care,5,2,32.33
765,Jamie Yang,2 to 5 Years,3,4,0,1,827971,11 to 20 Years,766,Speculation Strategy 766,Health Care/Long Term Care,5,1,108.92999999999999
766,David Shea,11 to 20 Years,0,4,1,0,93408,2 to 5 Years,767,Speculation Strategy 767,Major Purchase/Expense,6,2,20.23
767,Glenn Drake,Immediate,0,3,0,4,290760,6 to 10 Years,768,Capital Appreciation Strategy 768,Charitable,6,2,45.36
768,Alan Anderson,Immediate,0,2,0,4,477568,Lump Sum,769,Aggressive Income Strategy 769,Wealth Accumulation/Investment,4,2,15.85
769,James Butler,Less than 2 Years,0,2,3,0,837084,Less than 2 Years,770,Aggressive Income Strategy 770,Education Planning,3,2,28.09
770,Jennifer Huerta,Immediate,0,4,1,2,726311,Less than 2 Years,771,Speculation Strategy 771,Health Care/Long Term Care,6,2,16.45
771,Curtis Warren,Immediate,0,2,1,0,12568,Lump Sum,772,Aggressive Income Strategy 772,Education Planning,3,2,24.95
772,Victoria Barton,6 to 10 Years,2,4,0,3,525389,2 to 5 Years,773,Speculation Strategy 773,Major Purchase/Expense,6,1,21.18
773,Daniel Trevino,6 to 10 Years,3,2,0,1,537624,11 to 20 Years,774,Aggressive Income Strategy 774,Estate/Legacy Planning,3,1,36.63
774,Michelle Wiley,Over 20 Years,0,3,0,4,368099,Less than 2 Years,775,Capital Appreciation Strategy 775,Charitable,6,2,15.459999999999999
775,Sally Allen,2 to 5 Years,0,2,3,1,675861,2 to 5 Years,776,Aggressive Income Strategy 776,Wealth Accumulation/Investment,4,2,20.21
776,Christine Cantu,6 to 10 Years,0,3,1,0,771860,11 to 20 Years,777,Capital Appreciation Strategy 777,Major Purchase/Expense,4,1,29.09
777,Sean Frye,6 to 10 Years,0,2,1,3,828803,Lump Sum,778,Aggressive Income Strategy 778,Estate/Legacy Planning,4,2,19.259999999999998
778,Tonya Martinez,Immediate,4,2,0,3,502771,11 to 20 Years,779,Aggressive Income Strategy 779,Estate/Legacy Planning,4,2,36.09
779,Kimberly Marquez,Immediate,0,2,1,3,572143,11 to 20 Years,780,Aggressive Income Strategy 780,Health Care/Long Term Care,3,1,23.630000000000003
780,Johnathan Berry,11 to 20 Years,0,3,2,1,918696,6 to 10 Years,781,Capital Appreciation Strategy 781,Retirement,4,1,123.15
781,Charlotte Cabrera,2 to 5 Years,3,2,0,4,419795,Lump Sum,782,Aggressive Income Strategy 782,Health Care/Long Term Care,4,2,26.16
782,Jennifer Gomez,11 to 20 Years,0,2,0,1,855830,Lump Sum,783,Aggressive Income Strategy 783,Estate/Legacy Planning,4,2,20.24
783,Joseph Simpson,6 to 10 Years,0,3,4,1,581788,Over 20 Years,784,Capital Appreciation Strategy 784,Retirement,4,1,10.45
784,Gary Ross,Over 20 Years,4,2,3,0,298524,6 to 10 Years,785,Aggressive Income Strategy 785,Wealth Accumulation/Investment,3,1,21.07
785,John Oliver,Immediate,0,3,4,0,679785,Less than 2 Years,786,Capital Appreciation Strategy 786,Wealth Accumulation/Investment,4,1,59.56
786,Brian Gomez,Less than 2 Years,0,1,0,2,914115,Lump Sum,787,Income Strategy 787,Health Care/Long Term Care,2,1,24.23
787,Kevin Mcguire,Over 20 Years,0,2,0,4,975219,Over 20 Years,788,Aggressive Income Strategy 788,Wealth Accumulation/Investment,4,2,32.39
788,Christopher Lang,6 to 10 Years,2,4,3,0,602345,Less than 2 Years,789,Speculation Strategy 789,Health Care/Long Term Care,5,1,30.880000000000003
